id,rarity rank,background,gender,skin,tattoos,hat,hair,hairColor,clothes,bling,mouth,glass,facial,nftID
4316,2535,Deco,Female,Shade 5,None,None,Bowl Cut,Brown,Hoodie,Silver Cuban,Vape,Designer Shades 2,None,0
4317,1265,Blue,Male,Shade 5,None,Forwards Cap,Hat,Red,White Tank,Gold Cuban,Hay,Designer Shades,None,0
4318,4503,Turquoise,Female,Shade 3,None,None,Shaggy,Red,Hoodie,None,None,None,None,5389
4319,1160,Mauve,Female,Shade 6,None,None,Shoulder Length,Pink,White Tee,Pink Choker,Quellazaire,Bridge Piercing,None,1336
4320,775,Yellow,Female,Shade 1,None,Sweatband,Hat,Platinum,Leather Jacket,Silver Cuban,Surgical Mask,3D Glasses,None,2819
4321,3994,Turquoise,Female,Shade 3,None,None,Shoulder Length,Red,Rags,None,None,None,None,0
4322,1469,Pine,Female,Shade 5,None,Forwards Cap,Hat,Blue,White Tee,Gold Cuban,Blunt,None,None,0
4323,4344,Blue,Female,Shade 6,None,None,Shaggy,Blonde,White Tank,None,None,None,None,1358
4324,330,Orange,Male,Shade 2,None,Bucket Hat,Hat,Green,Camo Tee,Black Choker,Cigarette,Eyepatch,5 o'clock,3866
4325,4820,Orange,Male,Shade 7,None,None,Mullet,Brown,Hoodie,None,None,None,None,2205
4326,160,Green,Male,Shade 6,Street Tats,Winter Hat,Hat,Platinum,Camo Tee,Silver Cuban,Blunt,Bridge Piercing,None,2563
4327,1133,Sand,Male,Shade 7,None,Backwards Hat,Hat,Red,Cut Off Sleeves,Black Choker,None,Designer Shades,Sideburns,2602
4328,2792,Mauve,Male,Shade 5,None,None,Buzzed Braids,Blonde,Dirty Tee,None,Blunt,Steampunk Shades,Chinstrap,0
4329,3330,Orange,Female,Shade 7,None,None,Mohawk,Platinum,White Tank,Silver Cuban,Pipe,None,None,403
4330,1260,Sand,Male,Shade 6,None,Winter Hat,Hat,Blonde,Zip Up Hoodie,Black Choker,Quellazaire,Designer Shades 2,None,1916
4331,4926,Blue,Male,Shade 5,None,None,Mullet,Black,Zip Up Hoodie,None,None,None,None,0
4332,2816,Blue,Male,Shade 3,None,None,Bald,Red,Hoodie,Silver Cuban,None,Designer Shades 2,5 o'clock,685
4333,1921,Mauve,Female,Shade 2,None,Cowboy Hat,Hat,Blonde,Striped Tee,None,Septum Piercing,Steampunk Shades,None,0
4334,377,Yellow,Male,Shade 6,None,Bucket Hat,Hat,Brown,Dirty Tee,Pink Choker,Hay,Designer Shades 2,Sideburns,0
4335,4299,Blue,Female,Shade 5,None,None,Mullet,Red,Button up,None,None,None,None,0
4336,4444,Mauve,Female,Shade 7,None,None,Crew Cut,Black,White Tank,None,None,None,None,3769
4337,2061,Pine,Female,Shade 6,None,Sweatband,Hat,Platinum,Ripped Up Tee,None,Pipe,Steampunk Shades,None,1441
4338,4435,Lavender,Female,Shade 1,None,None,Mullet,Red,Zip Up Hoodie,None,None,None,None,0
4339,868,Orange,Female,Shade 7,None,Forwards Cap,Hat,Black,White Tank,Pearl Necklace,Wizard Pipe,Designer Shades,None,0
4340,3348,Turquoise,Male,Shade 7,None,None,Shaggy,Brown,White Tank,None,Vape,Reading Glasses,5 o'clock,5575
4341,889,Yellow,Male,Shade 2,None,Sweatband,Hat,Pink,Cut Off Sleeves,Gold Cuban,Snake Bites,Designer Shades 2,None,0
4342,4099,Blue,Female,Shade 3,None,None,Shaggy,Blonde,Festival Top,None,None,None,None,557
4343,4947,Mauve,Male,Shade 3,None,None,Crew Cut,Blonde,Hoodie,None,None,None,None,0
4344,3724,Pine,Female,Shade 3,None,None,Crew Cut,Brown,Turtleneck,None,None,Designer Shades,None,2318
4345,1328,Pink,Male,Shade 3,None,Cowboy Hat,Hat,Brown,Hoodie,Gold Cuban,None,Steampunk Shades,Sideburns,1866
4346,4057,Light Purple,Female,Shade 3,None,None,Crew Cut,Brown,Festival Top,None,None,None,None,4151
4347,710,Lavender,Male,Shade 7,None,Sweatband,Hat,Platinum,Leather Jacket,Gold Cuban,Blunt,Gold Piercings,Handlebars,2469
4348,1756,Orange,Male,Shade 4,None,None,Buzzed Braids,Blonde,Striped Tee,Silver Cuban,Pipe,Designer Shades,5 o'clock,1553
4349,2590,Deco,Male,Shade 5,None,None,Mullet,Red,White Tank,Black Choker,None,Silver Piercings,Half Goat,706
4350,4846,Mauve,Male,Shade 3,None,None,Top Dreads,Red,Zip Up Hoodie,None,None,None,None,3974
4351,4378,Green,Female,Shade 7,None,None,Bowl Cut,Black,White Tank,None,None,None,None,4956
4352,2100,Pine,Female,Shade 5,None,None,Buzzed Braids,Black,Ripped Up Tee,Silver Cuban,Pipe,Eyepatch,None,3029
4353,2191,Mauve,Female,Shade 7,None,None,Buzzed Braids,Red,White Tee,Silver Cuban,Surgical Mask,Designer Shades,None,2833
4354,3800,Pine,Female,Shade 2,None,None,Mohawk,Brown,Dress,None,Cigarette,None,None,5914
4355,3117,Deco,Male,Shade 1,None,None,Bowl Cut,Red,Hoodie,None,Surgical Mask,Reading Glasses,Half Goat,2106
4356,4449,Deco,Female,Shade 7,None,None,Mullet,Blonde,Hoodie,None,None,None,None,0
4357,3639,Green,Male,Shade 4,None,None,Crew Cut,Blonde,Zip Up Hoodie,Gold Cuban,Vape,None,None,0
4358,875,Orange,Male,Shade 1,None,Cowboy Hat,Hat,Blonde,Button up,Gold Cuban,Pipe,Sunglasses,Sideburns,3360
4359,2568,Lavender,Male,Shade 5,None,None,Mohawk,Brown,White Tee,Silver Cuban,Surgical Mask,Future Shades,None,0
4360,4591,Turquoise,Male,Shade 4,None,None,Bald,Blonde,Button up,None,None,None,None,0
4361,3014,Blue,Male,Shade 3,None,Beanie,Hat,Red,Shirtless With Tats,None,None,Bridge Piercing,None,0
4362,3747,Mauve,Female,Shade 3,None,None,Shoulder Length,Red,Turtleneck,None,Surgical Mask,None,None,4020
4363,1115,Deco,Female,Shade 1,None,Winter Hat,Hat,Blonde,White Tee,Gold Cuban,Vape,Shutter Shades,None,151
4364,1241,Pine,Male,Shade 1,None,Bucket Hat,Hat,Blonde,Button up,Black Choker,None,Gold Piercings,Pencil Jaw,4120
4365,4183,Pink,Female,Shade 6,None,None,Shoulder Length,Brown,Hoodie,None,None,None,None,4944
4366,3435,Deco,Male,Shade 7,None,None,Bowl Cut,Black,Button up,Silver Cuban,None,Reading Glasses,None,5917
4367,2963,Sand,Male,Shade 2,None,None,Shaggy,Black,Collard Tee,None,Pipe,Eyepatch,Full Goat,2406
4368,3183,Light Purple,Female,Shade 1,None,None,Bowl Cut,Platinum,Turtleneck,None,Vape,Designer Shades,None,1712
4369,907,Lavender,Female,Shade 3,None,Sweatband,Hat,Red,Leather Jacket,Black Choker,Vape,Bridge Piercing,None,0
4370,4456,Sand,Female,Shade 5,None,None,Mullet,Black,Zip Up Hoodie,None,None,None,None,0
4371,3303,Green,Male,Shade 2,None,None,Crew Cut,Black,Zip Up Hoodie,None,Blunt,Reading Glasses,Pencil Jaw,4843
4372,2608,Orange,Female,Shade 2,None,None,Shoulder Length,Black,Leather Jacket,Gold Cuban,None,3D Glasses,None,6290
4373,3883,Blue,Female,Shade 4,None,None,Top Dreads,Black,White Tank,None,Blunt,None,None,6032
4374,2127,Orange,Female,Shade 1,None,Winter Hat,Hat,Blonde,Hoodie,None,Quellazaire,Future Shades,None,0
4375,2458,Deco,Male,Shade 2,None,None,Buzzed Braids,Platinum,Button up,Silver Cuban,Snake Bites,Steampunk Shades,None,0
4376,4786,Green,Male,Shade 7,None,None,Bowl Cut,Brown,Zip Up Hoodie,None,None,None,None,1571
4377,446,Mauve,Male,Shade 1,None,Horns,Hat,Blonde,Dirty Tee,Pink Choker,Septum Piercing,Bridge Piercing,5 o'clock,0
4378,1504,Yellow,Female,Shade 7,None,Sweatband,Hat,Brown,Zip Up Hoodie,Pearl Necklace,None,Gold Piercings,None,2242
4379,1063,Light Purple,Female,Shade 1,None,Forwards Cap,Hat,Pink,Striped Tee,Gold Cuban,None,Shutter Shades,None,6008
4380,952,Yellow,Female,Shade 2,None,Forwards Cap,Hat,Black,Dirty Tee,Black Choker,Cigarette,Sunglasses,None,0
4381,1288,Deco,Male,Shade 7,None,Trucker Hat,Hat,Black,Striped Tee,None,Hay,3D Glasses,Pencil Jaw,1011
4382,2474,Sand,Female,Shade 4,None,None,Mohawk,Platinum,Button up,Silver Cuban,Blunt,Designer Shades 2,None,687
4383,4510,Pine,Male,Shade 7,None,None,Shaggy,Blonde,Shirtless,None,None,None,None,2885
4384,369,Pink,Male,Shade 5,None,Sweatband,Hat,Blonde,White Tee,Bling,Hydration Pack,Future Shades,Half Goat,0
4385,1782,Pine,Female,Shade 1,None,None,Spikey,Blonde,Cut Off Sleeves,Silver Cuban,Cigarette,3D Glasses,None,2359
4386,1016,Mauve,Male,Shade 7,None,Beanie,Hat,Red,White Tank,Gold Cuban,Cigarette,Designer Shades,Handlebars,2837
4387,2306,Light Purple,Female,Shade 3,None,None,Crew Cut,Red,Hoodie,Silver Cuban,Snake Bites,Bridge Piercing,None,2413
4388,2277,Sand,Female,Shade 6,None,None,Mullet,Blonde,Hoodie,Silver Cuban,Surgical Mask,Eyepatch,None,3579
4389,1451,Blue,Female,Shade 4,None,Beanie,Hat,Black,Collard Tee,Gold Cuban,None,Future Shades,None,5839
4390,1993,Deco,Male,Shade 5,None,None,Bald,Black,Button up,Gold Cuban,Septum Piercing,Reading Glasses,Pencil Jaw,3768
4391,4618,Yellow,Male,Shade 3,None,None,Bowl Cut,Platinum,Button up,None,None,None,None,6185
4392,2612,Deco,Male,Shade 6,None,None,Crew Cut,Red,White Tee,Black Choker,None,Bridge Piercing,Sideburns,5949
4393,1024,Blue,Male,Shade 6,None,Trucker Hat,Hat,Red,Hoodie,Silver Cuban,Septum Piercing,Designer Shades 2,Quarter Goat,0
4394,4896,Deco,Male,Shade 5,None,None,Crew Cut,Blonde,Zip Up Hoodie,None,None,None,None,1793
4395,4832,Orange,Male,Shade 7,None,None,Bowl Cut,Red,Hoodie,None,None,None,None,3268
4396,78,Sand,Male,Shade 2,Street Tats,Backwards Hat,Hat,Green,Cut Off Sleeves,Pink Choker,Cigarette,3D Glasses,None,466
4397,3053,Sand,Female,Shade 2,None,None,Crew Cut,Brown,Button up,Silver Cuban,None,Reading Glasses,None,3123
4398,435,Yellow,Female,Shade 2,None,Winter Hat,Hat,Green,Camo Tee,Gold Cuban,Septum Piercing,Shutter Shades,None,0
4399,4977,Turquoise,Male,Shade 1,None,None,Mohawk,Black,White Tank,None,None,None,None,2536
4400,3631,Turquoise,Male,Shade 2,None,None,Shaggy,Red,Button up,Gold Cuban,Cigarette,None,None,0
4401,4897,Deco,Male,Shade 3,None,None,Crew Cut,Blonde,Zip Up Hoodie,None,None,None,None,0
4402,3259,Mauve,Female,Shade 6,None,None,Bowl Cut,Brown,Turtleneck,None,Pipe,Designer Shades,None,0
4403,3096,Pink,Male,Shade 6,None,None,Mullet,Platinum,Hoodie,Silver Cuban,Pipe,None,5 o'clock,3941
4404,1270,Mauve,Male,Shade 7,None,Forwards Cap,Hat,Red,White Tank,Pearl Necklace,Cigarette,Designer Shades,None,3850
4405,1358,Blue,Female,Shade 4,None,None,Buzzed Braids,Blue,White Tee,Black Choker,Vape,Silver Piercings,None,1977
4406,4635,Deco,Male,Shade 6,None,None,Bowl Cut,Platinum,White Tee,None,None,None,None,0
4407,2439,Green,Male,Shade 5,None,None,Bowl Cut,Red,Zip Up Hoodie,Gold Cuban,Wizard Pipe,Cyborg Glasses,None,0
4408,2012,Mauve,Female,Shade 4,None,None,Bowl Cut,Blonde,Ripped Up Tee,Pearl Necklace,Cigarette,Reading Glasses,None,1251
4409,4664,Sand,Male,Shade 3,None,None,Mullet,Brown,Button up,None,None,None,None,0
4410,3428,Turquoise,Male,Shade 7,None,None,Buzzed Braids,Black,Shirtless With Tats,None,None,Sunglasses,Quarter Goat,2184
4411,4749,Green,Male,Shade 3,None,None,Top Dreads,Blonde,White Tank,None,None,None,None,5925
4412,3566,Green,Female,Shade 7,None,None,Mullet,Blonde,Zip Up Hoodie,None,Cigarette,Designer Shades 2,None,5410
4413,4169,Deco,Female,Shade 6,None,None,Shoulder Length,Brown,White Tank,None,None,None,None,1175
4414,4645,Pink,Male,Shade 1,None,None,Mohawk,Platinum,Button up,None,None,None,None,5042
4415,3784,Turquoise,Female,Shade 7,None,None,Buzzed Braids,Platinum,Festival Top,None,Cigarette,None,None,5546
4416,603,Pink,Female,Shade 4,None,Forwards Cap,Hat,Blue,Button up,Silver Cuban,Septum Piercing,Future Shades,None,5936
4417,1003,Turquoise,Female,Shade 4,None,None,Shoulder Length,Green,Ripped Up Tee,Pink Choker,Quellazaire,Steampunk Shades,None,0
4418,3304,Orange,Male,Shade 7,None,None,Dreads,Platinum,White Tank,Silver Cuban,None,Reading Glasses,None,3616
4419,4049,Sand,Female,Shade 3,None,None,Top Dreads,Red,Festival Top,None,None,None,None,0
4420,4724,Deco,Male,Shade 7,None,None,Bowl Cut,Black,Button up,None,None,None,None,0
4421,1847,Pink,Male,Shade 6,None,None,Shaggy,Platinum,Leather Jacket,Silver Cuban,Cigarette,Designer Shades 2,Handlebars,0
4422,4500,Orange,Male,Shade 7,None,None,Shaggy,Brown,Shirtless,None,None,None,None,2544
4423,1060,Blue,Female,Shade 5,None,Sweatband,Hat,Red,Leather Jacket,Gold Cuban,Pipe,Eyepatch,None,0
4424,4224,Orange,Female,Shade 7,None,None,Crew Cut,Platinum,White Tank,None,None,None,None,0
4425,1365,Mauve,Male,Shade 5,None,None,Mohawk,Black,Striped Tee,Pearl Necklace,Snake Bites,Designer Shades,Half Goat,2962
4426,186,Pink,Male,Shade 7,Street Tats,Forwards Cap,Hat,Blonde,Button up,Silver Cuban,Pipe,Sunglasses,None,0
4427,1598,Pine,Female,Shade 4,None,Sweatband,Hat,Black,White Tank,Black Choker,None,Gold Piercings,None,0
4428,3066,Yellow,Female,Shade 7,None,Forwards Cap,Hat,Platinum,Dirty Tee,None,Vape,None,None,5984
4429,344,Pine,Male,Shade 4,None,Trucker Hat,Hat,Green,White Tank,Black Choker,Surgical Mask,Designer Shades 2,Half Goat,0
4430,3866,Pink,Female,Shade 4,None,None,Shaggy,Brown,Button up,None,Blunt,None,None,3751
4431,4489,Pink,Male,Shade 4,None,None,Bowl Cut,Red,Shirtless,None,None,None,None,3893
4432,605,Blue,Male,Shade 3,None,Sweatband,Hat,Brown,Cut Off Sleeves,Black Choker,Quellazaire,Designer Shades 2,Pencil Jaw,1041
4433,892,Yellow,Male,Shade 4,None,Forwards Cap,Hat,Black,Hoodie,Gold Cuban,Surgical Mask,Sunglasses,Handlebars,5275
4434,4988,Mauve,Male,Shade 5,None,None,Mohawk,Black,Zip Up Hoodie,None,None,None,None,584
4435,89,Light Purple,Female,Shade 5,Street Tats,Cowboy Hat,Hat,Brown,Striped Tee,Pearl Necklace,Quellazaire,Sunglasses,None,315
4436,1436,Pine,Male,Shade 7,None,Backwards Hat,Hat,Platinum,Turtleneck,None,Wizard Pipe,Gold Piercings,5 o'clock,0
4437,1352,Green,Male,Shade 2,None,Winter Hat,Hat,Red,White Tank,Gold Cuban,Septum Piercing,Silver Piercings,None,0
4438,1379,Orange,Male,Shade 7,None,None,Spikey,Blonde,Collard Tee,Silver Cuban,Quellazaire,Gold Piercings,Quarter Goat,0
4439,3104,Orange,Male,Shade 1,None,Backwards Hat,Hat,Brown,Button up,Gold Cuban,None,None,None,3400
4440,3031,Mauve,Male,Shade 4,None,None,Shaggy,Black,Dirty Tee,None,Blunt,Eyepatch,5 o'clock,3632
4441,4290,Lavender,Female,Shade 6,None,None,Crew Cut,Platinum,Hoodie,None,None,None,None,932
4442,3885,Orange,Male,Shade 4,None,None,Dreads,Red,Shirtless,None,Blunt,None,None,849
4443,4381,Deco,Female,Shade 3,None,None,Mohawk,Platinum,Hoodie,None,None,None,None,2168
4444,1206,Lavender,Female,Shade 5,None,Beanie,Hat,Blonde,Zip Up Hoodie,Silver Cuban,Snake Bites,Designer Shades 2,None,2370
4445,3242,Pink,Female,Shade 2,None,None,Shoulder Length,Platinum,White Tee,None,Cigarette,Silver Piercings,None,5149
4446,271,Sand,Male,Shade 7,None,Sweatband,Hat,Green,Ripped Up Tee,Pink Choker,Wizard Pipe,Designer Shades 2,5 o'clock,3496
4447,3741,Orange,Female,Shade 7,None,None,Mullet,Platinum,Hoodie,Gold Cuban,None,None,None,824
4448,627,Sand,Female,Shade 3,None,Winter Hat,Hat,Brown,Striped Tee,Pink Choker,Pipe,Bridge Piercing,None,382
4449,2008,Pine,Female,Shade 7,None,Winter Hat,Hat,Blonde,Button up,None,Hay,Bridge Piercing,None,3361
4450,1047,Light Purple,Male,Shade 4,None,Forwards Cap,Hat,Black,Zip Up Hoodie,Silver Cuban,Cigarette,Bridge Piercing,Pencil Jaw,517
4451,884,Green,Male,Shade 3,None,Backwards Hat,Hat,Platinum,Hoodie,Silver Cuban,Surgical Mask,Reading Glasses,Quarter Goat,3606
4452,374,Green,Male,Shade 1,None,Backwards Hat,Hat,Brown,Dirty Tee,Pearl Necklace,Hay,Gold Piercings,Sideburns,0
4453,1339,Mauve,Male,Shade 6,None,None,Spikey,Platinum,Collard Tee,Black Choker,Cigarette,Bridge Piercing,Half Goat,2890
4454,596,Yellow,Male,Shade 4,None,Beanie,Hat,Platinum,Button up,Pink Choker,Cigarette,Gold Piercings,Handlebars,0
4455,309,Deco,Male,Shade 1,None,Horns,Hat,Blonde,Ripped Up Tee,Pink Choker,Wizard Pipe,Future Shades,Sideburns,0
4456,4115,Yellow,Female,Shade 3,None,None,Mullet,Red,Festival Top,None,None,None,None,0
4457,4672,Orange,Male,Shade 1,None,None,Bowl Cut,Blonde,Button up,None,None,None,None,0
4458,3142,Deco,Female,Shade 7,None,None,Buzzed Braids,Platinum,Turtleneck,None,Pipe,Bridge Piercing,None,3822
4459,4170,Lavender,Female,Shade 1,None,None,Shoulder Length,Red,Button up,None,None,None,None,5687
4460,3293,Orange,Female,Shade 2,None,None,Buzzed Braids,Black,White Tee,Gold Cuban,Cigarette,None,None,2186
4461,450,Light Purple,Male,Shade 2,None,Backwards Hat,Hat,Platinum,Leather Jacket,Black Choker,Blunt,Gold Piercings,Chinstrap,5999
4462,2834,Mauve,Female,Shade 4,None,None,Shoulder Length,Brown,Button up,Silver Cuban,None,Eyepatch,None,5116
4463,478,Green,Male,Shade 4,None,Trucker Hat,Hat,Red,Leather Jacket,Black Choker,Cigarette,Cyborg Glasses,Handlebars,0
4464,2085,Pine,Female,Shade 4,None,None,Crew Cut,Black,White Tank,Pearl Necklace,Blunt,Sunglasses,None,4928
4465,3786,Pink,Female,Shade 5,None,None,Crew Cut,Blonde,Camo Tee,None,Snake Bites,None,None,0
4466,4161,Light Purple,Female,Shade 6,None,None,Shoulder Length,Platinum,Zip Up Hoodie,None,None,None,None,0
4467,3244,Deco,Female,Shade 6,None,None,Dreads,Blonde,Zip Up Hoodie,Gold Cuban,Blunt,None,None,0
4468,1648,Light Purple,Female,Shade 6,None,None,Buzzed Braids,Blonde,Cut Off Sleeves,Pearl Necklace,Cigarette,Steampunk Shades,None,5880
4469,291,Pink,Male,Shade 6,None,Backwards Hat,Hat,Brown,Dirty Tee,Bling,Hydration Pack,Steampunk Shades,Handlebars,2264
4470,3311,Turquoise,Female,Shade 6,None,None,Crew Cut,Red,Turtleneck,None,Vape,Designer Shades,None,0
4471,2899,Green,Male,Shade 3,None,None,Shaggy,Black,Hoodie,Silver Cuban,Vape,Designer Shades 2,None,1567
4472,2192,Sand,Male,Shade 7,None,None,Top Dreads,Black,Camo Tee,Black Choker,Surgical Mask,Gold Piercings,None,640
4473,326,Mauve,Male,Shade 1,None,Bucket Hat,Hat,Pink,Cut Off Sleeves,Black Choker,Pipe,Reading Glasses,Chinstrap,0
4474,3471,Pine,Female,Shade 7,None,None,Dreads,Blonde,Zip Up Hoodie,None,Pipe,Reading Glasses,None,2687
4475,1703,Mauve,Male,Shade 6,None,Sweatband,Hat,Black,Turtleneck,None,Septum Piercing,Shutter Shades,Half Goat,6013
4476,1575,Blue,Male,Shade 7,None,Horns,Hat,Green,Camo Tee,None,Septum Piercing,3D Glasses,None,3287
4477,2794,Sand,Male,Shade 5,None,None,Bowl Cut,Blonde,Button up,Gold Cuban,Pipe,Designer Shades 2,None,3154
4478,2027,Sand,Female,Shade 4,None,Forwards Cap,Hat,Blonde,White Tee,Gold Cuban,Wizard Pipe,None,None,3988
4479,1249,Turquoise,Male,Shade 1,None,None,Crew Cut,Platinum,Leather Jacket,Pink Choker,Septum Piercing,Gold Piercings,Chinstrap,5526
4480,2004,Orange,Female,Shade 7,None,None,Crew Cut,Black,Zip Up Hoodie,Pearl Necklace,Quellazaire,Gold Piercings,None,0
4481,134,Lavender,Female,Shade 7,Emo Lover Tats,Bucket Hat,Hat,Blonde,Button up,Silver Cuban,Vape,Cyborg Glasses,None,0
4482,4439,Blue,Female,Shade 6,None,None,Shaggy,Red,Zip Up Hoodie,None,None,None,None,0
4483,1923,Yellow,Female,Shade 5,None,None,Dreads,Black,Hawaiian Shirt,Silver Cuban,Blunt,Steampunk Shades,None,5129
4484,573,Orange,Male,Shade 1,None,Trucker Hat,Hat,Red,Ripped Up Tee,Gold Cuban,Septum Piercing,Cyborg Glasses,Half Goat,3307
4485,3265,Pink,Female,Shade 3,None,None,Bowl Cut,Platinum,White Tee,Gold Cuban,Cigarette,None,None,2935
4486,3306,Yellow,Male,Shade 7,None,Forwards Cap,Hat,Platinum,Hoodie,None,None,Sunglasses,None,5656
4487,3395,Blue,Female,Shade 6,None,None,Shoulder Length,Brown,Zip Up Hoodie,None,Septum Piercing,Reading Glasses,None,0
4488,391,Lavender,Female,Shade 2,None,Horns,Hat,Green,Dirty Tee,Silver Cuban,Surgical Mask,Steampunk Shades,None,1374
4489,1013,Pink,Male,Shade 1,None,Backwards Hat,Hat,Black,Leather Jacket,Gold Cuban,Wizard Pipe,3D Glasses,None,1848
4490,1978,Turquoise,Male,Shade 7,None,None,Dreads,Platinum,White Tee,Gold Cuban,Vape,Steampunk Shades,5 o'clock,0
4491,1181,Turquoise,Male,Shade 5,None,Bucket Hat,Hat,Pink,White Tank,None,Surgical Mask,Shutter Shades,Full Goat,5852
4492,2532,Light Purple,Female,Shade 3,None,None,Mullet,Black,Button up,Gold Cuban,Cigarette,Reading Glasses,None,2314
4493,4149,Turquoise,Female,Shade 7,None,None,Mohawk,Brown,Festival Top,None,None,None,None,1363
4494,4955,Deco,Male,Shade 6,None,None,Mohawk,Black,White Tank,None,None,None,None,1947
4495,4665,Light Purple,Male,Shade 2,None,None,Shaggy,Brown,Button up,None,None,None,None,997
4496,3087,Light Purple,Female,Shade 7,None,None,Crew Cut,Brown,Rags,None,Septum Piercing,Silver Piercings,None,5972
4497,2894,Deco,Male,Shade 5,None,None,Dreads,Platinum,White Tee,Gold Cuban,Septum Piercing,None,Pencil Jaw,5933
4498,464,Pink,Male,Shade 2,None,Bucket Hat,Hat,Brown,Zip Up Hoodie,Pink Choker,Snake Bites,Sunglasses,Half Goat,2690
4499,149,Turquoise,Male,Shade 1,Street Tats,Backwards Hat,Hat,Platinum,Leather Jacket,Pearl Necklace,Hay,None,Full Goat,0
4500,3976,Pine,Female,Shade 7,None,None,Shoulder Length,Red,Festival Top,None,None,None,None,0
4501,145,Mauve,Male,Zombie,None,Cowboy Hat,Hat,Green,Turtleneck,None,Pipe,Shutter Shades,Full Goat,1334
4502,420,Turquoise,Female,Shade 5,None,Winter Hat,Hat,Blue,Cut Off Sleeves,Silver Cuban,Vape,Shutter Shades,None,385
4503,2941,Orange,Female,Shade 5,None,None,Shoulder Length,Black,Hawaiian Shirt,Silver Cuban,Vape,None,None,3084
4504,184,Deco,Male,Shade 3,Street Tats,Forwards Cap,Hat,Blonde,Hawaiian Shirt,None,Surgical Mask,Cyborg Glasses,Pencil Jaw,3363
4505,3766,Turquoise,Male,Shade 5,None,None,Top Dreads,Brown,Turtleneck,None,Vape,None,5 o'clock,2714
4506,86,Light Purple,Male,Shade 6,Street Tats,Forwards Cap,Hat,Brown,Dirty Tee,Bling,Pipe,Reading Glasses,Half Goat,5708
4507,1058,Pine,Male,Shade 7,None,Bucket Hat,Hat,Black,Striped Tee,Pearl Necklace,None,Steampunk Shades,Half Goat,4974
4508,2626,Pine,Male,Shade 1,None,None,Dreads,Blonde,White Tee,Gold Cuban,Septum Piercing,Designer Shades,None,0
4509,3559,Yellow,Male,Shade 3,None,None,Bowl Cut,Platinum,Hoodie,Gold Cuban,Septum Piercing,None,None,0
4510,967,Orange,Female,Shade 4,None,Cowboy Hat,Hat,Brown,Button up,Silver Cuban,Surgical Mask,Eyepatch,None,0
4511,1337,Pine,Male,Shade 4,None,Winter Hat,Hat,Brown,Cut Off Sleeves,None,Surgical Mask,Future Shades,Sideburns,3523
4512,2302,Lavender,Female,Shade 1,None,None,Mullet,Platinum,Button up,Silver Cuban,Blunt,Gold Piercings,None,0
4513,552,Mauve,Male,Shade 2,None,Beanie,Hat,Black,Cut Off Sleeves,Black Choker,Septum Piercing,Eyepatch,Lined Up Soul Patch,0
4514,1898,Mauve,Female,Shade 3,None,None,Bowl Cut,Brown,Dirty Tee,Black Choker,Vape,Silver Piercings,None,5794
4515,3068,Light Purple,Female,Shade 7,None,None,Spikey,Red,Turtleneck,None,Blunt,Eyepatch,None,2305
4516,2087,Pink,Male,Shade 4,None,None,Spikey,Platinum,Collard Tee,Black Choker,None,Sunglasses,Sideburns,2164
4517,299,Blue,Male,Shade 7,None,Winter Hat,Hat,Pink,Cut Off Sleeves,Black Choker,Pipe,Steampunk Shades,Half Goat,3344
4518,3092,Pink,Female,Shade 5,None,None,Shaggy,Brown,Dress,None,Pipe,Eyepatch,None,0
4519,1477,Turquoise,Male,Shade 4,None,Beanie,Hat,Brown,Shirtless With Tats,None,Septum Piercing,Future Shades,Half Goat,0
4520,1525,Pink,Male,Shade 3,None,Trucker Hat,Hat,Black,Hoodie,Silver Cuban,Quellazaire,None,Dapper Stache,5725
4521,3596,Sand,Male,Shade 1,None,None,Mohawk,Blonde,Button up,Gold Cuban,Blunt,None,None,0
4522,3867,Light Purple,Male,Shade 5,None,None,Mullet,Blonde,Hoodie,Silver Cuban,None,None,None,776
4523,2209,Deco,Female,Shade 1,None,None,Spikey,Brown,White Tank,Gold Cuban,Vape,Gold Piercings,None,3459
4524,2001,Light Purple,Male,Shade 6,None,Forwards Cap,Hat,Blonde,Button up,None,Snake Bites,Reading Glasses,Full Goat,4988
4525,601,Yellow,Female,Shade 2,None,Horns,Hat,Blonde,Striped Tee,Pink Choker,Quellazaire,Reading Glasses,None,0
4526,1523,Orange,Female,Shade 4,None,Forwards Cap,Hat,Pink,Leather Jacket,None,Blunt,Reading Glasses,None,2009
4527,856,Turquoise,Male,Shade 1,None,Beanie,Hat,Green,Leather Jacket,Black Choker,None,Bridge Piercing,5 o'clock,0
4528,2387,Blue,Male,Shade 4,None,None,Dreads,Brown,Leather Jacket,Black Choker,None,Designer Shades 2,Full Goat,1560
4529,3679,Mauve,Male,Shade 6,None,None,Mohawk,Platinum,White Tee,None,Pipe,Bridge Piercing,None,4890
4530,2256,Turquoise,Male,Shade 6,None,None,Bald,Blonde,Striped Tee,Black Choker,None,Eyepatch,Half Goat,4355
4531,155,Mauve,Female,Shade 7,Street Tats,Horns,Hat,Rainbow,Collard Tee,None,Wizard Pipe,Gold Piercings,None,0
4532,2976,Blue,Male,Shade 5,None,None,Crew Cut,Blonde,Button up,None,Surgical Mask,Bridge Piercing,Full Goat,5249
4533,3606,Sand,Male,Shade 2,None,None,Shaggy,Red,Button up,Gold Cuban,Pipe,None,None,4910
